timestamp,BATBNT,DAIBNT,ENJBNT,BNT-USD,POEBNT,TKNBNT,BNBBNT,MKRBNT,RCNBNT,EURSBNT,POA20BNT,VIBBNT,OMGBNT,GNOBNT,ANTBNT,ELFBNT,REMBNT,ELIBNT,LOCBNT,MDTBNT,POWRBNT,KNCBNT,GTOBNT,REQBNT,MFTBNT,RLCBNT,ELETBNT,SANBNT,XDCEBNT,MTLBNT,RDNBNT,WBTC,AGRIBNT,MADBNT,DGDBNT,PLRBNT,J8TBNT,RVTBNT,FXCBNT,SNTBNT,REALBNT,MRPHBNT,USDBBNT,MNTPBNT,UPBNT,XBPBNT,TAASBNT,HOTBNT,DATABNT,FLIXXBNT,X8XBNT,CEEKBNT,FKXBNT,DTRCBNT,ABXBNT,MYBBNT,DRGNBNT,MRGBNT,SRNBNT,FTXBNT,SIGBNT,LDCBNT,CMCTBNT,VEEBNT,EMCOBNT,WINGSBNT,XNKBNT,BOXXBNT,LOCIBNT,AMNBNT,MFGBNT,SVDBNT,QDAOBNT,SCLBNT,RBLXBNT,ZIPTBNT,WANDBNT,SPDBNT,HEDGBNT,CANBNT,AMPLBNT,TBXBNT,Other
1529756296000,32342.91,31432.45,0.00,0.00,2305.78,36.24,2884.97,0.00,0.00,0.00,4865.18,151.67,11182.14,15.14,0.00,10673.94,0.00,768.15,0.00,240.59,1042.24,2537.14,2196.57,350.81,0.00,1548.91,0.00,0.00,5799.22,0.00,0.00,0.00,0.00,4594.70,0.00,1261.15,5014.53,1923.25,0.00,0.00,0.00,0.00,0.00,0.00,2379.47,2510.51,8439.48,635.23,4302.49,256.54,595.15,5497.08,628.50,10301.96,0.00,0.00,498.94,2350.74,2156.69,1168.32,398.86,255.25,0.00,2448.11,0.00,0.00,128.34,140.07,0.00,212.82,2160.76,0.00,0.00,0.00,94.90,6402.16,338.99,0.00,0.00,151.66,0.00,0.00,0.00
1529828276000,6179.70,14090.78,0.00,0.00,5814.31,906.84,3774.40,0.00,1080.05,0.00,4019.98,1372.98,2518.05,3995.04,0.00,7924.25,0.00,7.85,0.00,5899.51,1835.51,1330.43,2769.49,406.12,0.00,1418.39,0.00,0.00,6719.25,0.00,0.00,0.00,0.00,184.81,0.00,3567.43,8863.27,989.36,0.00,0.00,0.00,0.00,0.00,0.00,1239.42,3392.25,985.49,4427.68,1284.99,303.20,13.65,285.47,91.36,3234.82,0.00,0.00,2147.63,192.25,15040.02,317.80,753.77,6.90,0.00,2266.93,0.00,142.05,176.84,6694.70,0.00,1649.57,394.33,0.00,0.00,0.00,0.00,8856.55,88.91,0.00,0.00,351.25,0.00,0.00,0.00
1529902416000,17642.85,30997.09,0.00,0.00,4839.86,498.11,4046.98,0.00,319.71,0.00,6559.91,1354.95,5070.93,320.40,0.00,10719.37,0.00,52.46,0.00,3662.83,3178.07,950.43,2187.05,2342.08,0.00,1253.78,0.00,0.00,7662.03,0.00,0.00,0.00,0.00,98.98,0.00,2209.77,7863.79,1850.79,0.00,0.00,0.00,0.00,0.00,0.00,2100.04,496.19,375.68,2363.24,54.76,1279.90,47.19,3228.26,420.44,820.92,0.00,0.00,1125.37,682.97,29030.70,273.77,46.26,152.04,0.00,7329.35,0.00,45.55,164.54,6355.13,0.00,350.12,421.78,0.00,0.00,0.00,0.00,4841.18,607.33,0.00,0.00,152.31,0.00,0.00,0.00
1529979078000,6957.80,19606.81,0.00,0.00,9419.17,511.06,2031.79,0.00,7090.64,0.00,20226.14,2678.25,3721.29,1242.17,0.00,13128.47,0.00,278.55,0.00,999.51,3004.11,6145.49,3565.18,649.22,0.00,368.17,0.00,0.00,7947.52,0.00,0.00,0.00,0.00,1610.20,0.00,894.23,1082.69,425.97,0.00,0.00,0.00,0.00,0.00,0.00,881.11,1158.31,1456.93,926.67,2303.52,777.96,134.74,1270.38,246.92,1206.14,0.00,0.00,555.38,0.00,5258.18,532.31,230.62,1657.60,0.00,801.72,0.00,292.32,527.65,269.76,0.00,2072.83,450.59,0.00,0.00,305.12,0.00,1005.05,152.56,0.00,0.00,944.48,0.00,0.00,0.00
1530054421000,2511.04,7794.86,0.00,0.00,1144.73,3631.65,2167.69,0.00,1970.63,0.00,2660.09,573.68,3258.54,156.70,0.00,11124.15,0.00,53.77,0.00,1494.29,2644.52,1593.59,1516.44,375.24,0.00,178.90,0.00,0.00,1948.92,3067.78,0.00,0.00,0.00,291.00,0.00,782.51,2208.01,1058.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4336.19,0.70,461.64,425.14,1128.37,1307.29,4737.23,843.87,2561.56,0.00,0.00,1637.43,4.06,3850.76,568.99,1267.38,2674.43,0.00,14869.08,0.00,0.07,1173.01,0.00,0.00,597.28,235.18,0.00,0.00,0.00,457.24,997.51,1185.12,0.00,0.00,458.09,0.00,0.00,0.00
1530128282000,2292.35,26087.11,0.00,0.00,1944.06,2868.08,5737.84,0.00,270.79,0.00,4856.48,1086.44,167.45,0.00,0.00,8584.70,0.00,112.63,0.00,596.10,1026.52,1234.13,4475.57,1120.79,0.00,0.00,0.00,0.00,9894.59,1313.94,0.00,0.00,0.00,7051.46,0.00,253.71,2455.56,79.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,223.27,1412.98,83.88,252.60,569.49,0.00,10791.55,24.83,9424.76,0.00,0.00,3184.96,0.00,879.60,172.89,402.02,2332.08,0.00,215.37,0.00,0.00,448.15,938.57,0.00,436.52,60.92,0.00,0.00,309.33,340.88,2343.67,178.64,0.00,0.00,0.00,0.00,0.00,0.00
1530203197000,1694.98,35912.75,0.00,0.00,4378.21,1968.64,1589.65,0.00,1611.89,0.00,0.00,1004.47,3952.30,172.77,0.00,2065.54,0.00,1033.19,0.00,223.70,0.00,2650.59,7764.33,3369.63,0.00,219.15,0.00,0.00,6069.39,1684.11,0.00,0.00,0.00,1789.85,0.00,1084.20,11774.34,625.78,0.00,0.00,0.00,0.00,0.00,0.00,2996.72,219.53,1386.61,126.89,1481.79,196.63,923.10,8451.16,801.32,881.57,0.00,0.00,1670.74,0.00,285.44,391.25,0.00,3640.88,0.00,0.00,0.00,1.52,168.96,32.10,0.00,165.90,252.79,0.00,0.00,0.00,196.92,1984.60,254.35,0.00,0.00,304.75,0.00,0.00,0.00
1530278431000,13511.74,32068.84,0.00,0.00,5439.56,1966.21,5246.37,0.00,1678.11,0.00,6290.87,1340.07,5445.47,0.00,0.00,8762.87,0.00,372.47,0.00,0.00,6035.03,1611.29,2925.39,2066.10,0.00,343.30,0.00,0.00,4157.04,0.00,0.00,0.00,0.00,0.00,0.00,4387.30,2672.13,390.80,0.00,0.00,0.00,0.00,0.00,0.00,779.23,1006.06,162.04,330.60,3484.66,978.21,803.14,2909.64,7542.38,1245.02,0.00,0.00,4345.36,205.58,7758.71,320.55,1262.33,2443.71,0.00,1310.29,0.00,0.00,2070.97,1327.43,0.00,402.75,45.86,0.00,0.00,76.60,0.00,740.54,51.32,0.00,0.00,153.13,0.00,0.00,0.00
1530351013000,24779.11,39752.18,0.00,0.00,6617.69,5814.45,4250.81,0.00,153.19,0.00,7625.12,1978.66,8129.68,1915.86,0.00,9077.34,0.00,1275.02,0.00,0.00,37326.07,1974.21,15231.44,3037.30,0.00,963.40,0.00,0.00,5018.00,2233.80,0.00,0.00,0.00,3673.11,0.00,897.15,619.35,851.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2854.03,792.95,147.90,14768.11,173.02,38.38,657.71,1808.14,4233.64,0.00,0.00,14640.98,109.81,14151.70,433.61,946.76,1074.09,0.00,191.39,0.00,0.00,1113.80,2310.25,0.00,2984.36,436.73,0.00,0.00,50.53,0.00,5197.17,38.31,0.00,0.00,0.00,0.00,0.00,0.00
1530426268000,11275.48,7573.74,0.00,0.00,560.16,1806.20,623.86,0.00,1255.20,0.00,5545.33,188.03,5338.62,0.74,0.00,11982.17,0.00,0.00,0.00,12023.51,22607.78,3508.92,6550.20,416.22,0.00,171.71,0.00,0.00,4595.03,570.67,0.00,0.00,0.00,0.00,0.00,8142.45,841.32,0.63,0.00,0.00,0.00,0.00,0.00,0.00,305.21,1187.74,71.42,0.00,7140.40,3799.12,309.37,1005.77,600.40,1635.79,0.00,0.00,6290.95,0.00,1580.02,538.66,76.87,533.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,612.40,99.17,0.00,0.00,6098.48,0.00,1476.58,0.00,0.00,0.00,419.94,0.00,0.00,0.00
1530499615000,4058.26,16121.38,0.00,0.00,204136.94,343.68,0.00,0.00,3813.56,0.00,6861.17,209.79,2364.27,4317.04,0.00,10468.19,0.00,3716.88,0.00,5020.03,7678.93,1931.59,5562.83,6338.28,0.00,691.97,0.00,0.00,3425.52,0.00,0.00,0.00,0.00,0.00,0.00,2116.46,903.11,410.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108.00,141.06,0.00,0.00,760.80,0.00,6288.80,0.00,1979.25,0.00,0.00,8310.87,0.00,6247.74,162.21,501.25,185.01,0.00,0.00,0.00,451.42,45.59,0.00,0.00,712.68,312.60,0.00,0.00,0.00,0.00,11220.97,1238.79,0.00,0.00,0.00,0.00,0.00,0.00
1530572217000,1177.91,4942.95,0.00,0.00,80860.92,654.32,665.31,0.00,1934.27,0.00,8254.17,1125.59,2531.70,310.55,0.00,2700.79,0.00,49.17,0.00,2501.69,1992.67,486.91,13955.04,1393.04,0.00,655.72,0.00,0.00,1657.99,0.00,0.00,0.00,0.00,0.00,0.00,2900.14,3154.67,2674.57,0.00,0.00,0.00,0.00,0.00,0.00,437.74,1133.12,0.00,365.16,332.51,912.25,0.00,4027.52,4473.02,704.23,0.00,0.00,7848.26,0.00,14585.79,0.00,1081.42,303.96,0.00,5755.90,0.00,0.00,0.00,1038.73,0.00,1191.60,1681.98,0.00,0.00,304.32,0.00,753.28,1775.14,0.00,0.00,0.00,0.00,0.00,0.00
1530646642000,2467.44,24453.54,0.00,0.00,55698.55,4119.71,2453.81,0.00,2347.46,0.00,4158.56,757.52,5051.46,334.86,0.00,23632.35,0.00,444.00,0.00,0.00,1740.23,1035.57,5098.07,1773.86,0.00,0.00,0.00,0.00,1658.99,857.20,0.00,0.00,0.00,0.00,0.00,4143.49,1118.32,1254.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,959.95,0.00,0.00,879.76,304.20,0.00,2596.92,1348.96,166.85,0.00,0.00,3406.78,916.81,25954.24,0.00,1441.60,2816.58,0.00,857.87,0.00,0.00,204.73,150.66,0.00,820.37,76.68,0.00,0.00,0.00,0.00,12616.04,211.05,0.00,0.00,619.01,0.00,0.00,0.00
1530720604000,3374.07,3095.04,0.00,0.00,29580.53,1148.48,1277.36,0.00,380.39,0.00,27910.99,14487.58,1748.86,15.09,0.00,7364.17,0.00,607.43,0.00,459.40,755.96,2472.21,1022.33,1073.57,0.00,0.00,0.00,0.00,1380.26,15.05,0.00,0.00,0.00,0.00,0.00,3099.61,452.83,684.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.46,0.00,2509.74,15488.81,1058.64,0.00,216.12,0.00,134.91,0.00,0.00,1718.75,5427.64,676.42,363.85,605.45,4.12,0.00,8643.92,0.00,155.57,0.00,7568.14,0.00,838.99,0.00,0.00,0.00,0.00,0.00,3171.92,75.39,0.00,0.00,1073.75,0.00,0.00,0.00
1530794550000,1552.76,9524.04,0.00,0.00,12060.38,11661.33,603.73,0.00,314.31,0.00,3930.70,10098.22,1395.59,0.00,0.00,4709.57,0.00,752.18,0.00,598.82,90.26,7813.10,2034.65,843.38,0.00,649.64,0.00,0.00,5930.79,0.00,0.00,0.00,0.00,0.00,0.00,3441.99,939.63,1087.62,0.00,0.00,0.00,0.00,0.00,0.00,1308.40,3131.22,671.68,1794.22,2136.85,1284.35,0.00,4943.81,0.00,2222.11,0.00,0.00,2221.78,2865.24,446.49,159.79,844.03,220.13,0.00,1080.48,0.00,2126.24,401.28,1796.21,0.00,2887.15,70.54,0.00,0.00,9.88,0.00,346.61,201.01,7.54,0.00,173.90,0.00,0.00,0.00
1530868977000,5915.01,22222.61,0.00,0.00,13119.33,5831.45,115.82,0.00,326.31,0.00,16132.66,6486.76,7.37,0.00,0.00,7373.30,0.00,5584.35,0.00,2790.83,2125.51,4684.98,3394.30,1366.73,21785.13,1028.96,0.00,0.00,1644.55,1013.33,0.00,0.00,0.00,0.00,0.00,1053.34,2014.82,17.92,0.00,0.00,0.00,0.00,0.00,0.00,474.84,101.89,0.00,467.72,429.78,0.00,522.94,8057.59,0.00,3461.14,0.00,0.00,1282.78,0.00,550.86,93.68,557.05,264.47,0.00,1917.11,0.00,796.29,0.00,2556.88,0.00,1609.87,0.00,0.00,0.00,0.00,0.00,518.45,305.08,6.07,0.00,56.17,0.00,0.00,0.00
1530942968000,24636.88,5959.70,0.00,0.00,13056.54,998.11,2943.47,0.00,335.76,0.00,11477.44,2002.04,1105.67,6152.40,0.00,2876.92,0.00,1215.20,0.00,0.00,2195.28,3676.07,8606.49,440.04,19044.51,0.00,0.00,0.00,2013.20,6921.79,0.00,0.00,0.00,3933.46,0.00,1790.68,160.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1096.16,0.00,4352.62,83.08,526.66,675.22,0.00,0.00,1440.60,0.00,0.00,1911.77,0.00,31905.68,0.00,336.32,0.00,0.00,777.71,0.00,0.00,741.68,216.56,0.00,20.72,405.69,0.00,0.00,0.00,1.53,1601.01,26.28,1529.42,0.00,0.00,0.00,0.00,0.00
1531017892000,2608.06,13759.96,0.00,0.00,1360.70,784.32,1230.60,0.00,253.83,0.00,6340.44,2000.76,2296.33,688.06,0.00,2957.35,0.00,906.29,0.00,473.62,998.68,1498.76,2615.10,857.97,9667.83,1337.15,0.00,0.00,1489.21,3185.93,0.00,0.00,0.00,1753.55,0.00,1640.94,0.00,2055.76,0.00,0.00,0.00,0.00,0.00,0.00,476.26,325.63,153.74,290.68,0.00,996.47,0.00,1214.17,0.00,908.27,0.00,0.00,1810.51,0.00,2315.46,0.00,0.00,972.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1883.16,0.00,0.00,0.00,0.00,0.00,793.33,0.00,1500.21,0.00,280.99,0.00,0.00,0.00
1531093254000,8136.40,6265.31,0.00,0.00,11523.19,26684.35,627.70,0.00,1704.96,0.00,402.58,744.03,898.22,469.78,0.00,1102.43,0.00,617.24,0.00,376.41,548.10,99.99,1619.96,1047.09,41110.49,456.73,0.00,0.00,2669.28,617.55,0.00,0.00,0.00,0.00,0.00,1425.92,852.91,943.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,288.55,26.39,486.71,14355.53,810.57,313.84,1358.62,368.66,2583.27,0.00,0.00,2140.60,1.54,1625.13,330.97,65.38,562.59,0.00,32.39,0.00,0.00,21.93,3630.91,0.00,3266.80,166.91,0.00,0.00,0.00,0.00,875.76,1570.01,8660.67,0.00,393.96,0.00,0.00,0.00
1531167486000,1326.75,846.14,0.00,0.00,253.05,1856.05,4.85,0.00,3.34,0.00,22.67,0.00,965.73,0.00,0.00,933.36,0.00,83.81,0.00,2510.73,1433.63,0.00,512.66,0.00,23658.10,250.00,0.00,0.00,512.75,1183.91,0.00,0.00,0.00,4316.11,0.00,4079.56,772.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,277.07,33.10,0.00,274.69,477.32,0.00,629.55,0.00,37.56,0.00,0.00,422.94,0.00,6.88,201.84,0.00,0.00,0.00,368.83,0.00,0.00,987.06,0.00,0.00,0.00,286.79,0.00,0.00,0.00,0.00,4.99,146.83,1661.81,0.00,0.00,0.00,0.00,0.00
1531241905000,0.00,0.00,0.00,0.00,1606.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
